id,date,timestamp,lat,lng,temperature,pressure,altitude,humidity,rssi,snr
677,2024-10-14,21:30:41,-85.94247752620096,147.6515724629544,-12.203934857494737,1028.7808626530227,3626.8027298683855,75,,
917,2024-10-14,21:30:42,45.289596452887196,-153.3762141810644,17.85476531342507,1014.1344442689115,2579.6358145726076,80,,
737,2024-10-14,21:30:43,40.22235224575243,9.437588054279502,-2.8944115246377393,1007.3329725460774,3158.0362338496598,60,,
564,2024-10-14,21:30:44,57.724197332018264,36.05453348926184,39.93797463906277,1001.8063479607663,2210.3112138216693,73,,
513,2024-10-14,21:30:45,53.5228992142232,14.299377557687507,9.899632355688524,980.2484886532518,2282.659140687621,47,,
260,2024-10-14,21:30:46,80.462218859422,-20.664243576890414,-4.946066108503551,1043.1533154827061,3997.8063374941034,92,,
633,2024-10-14,21:30:47,-27.396458143638107,-57.20522992702648,14.524018316013368,985.5951077180064,2195.2033046996935,66,,
146,2024-10-14,21:30:48,-79.37491598649615,31.65998783895901,34.912116820210876,1036.8746083977087,325.0136070263205,20,,
991,2024-10-14,21:30:49,2.0056248759734103,-117.86102084058041,25.304890719490515,1003.6116204351943,3872.8423106988407,22,,
943,2024-10-14,21:30:50,66.98098294452942,-143.91537324820683,8.8727182093542,983.9132667120425,2292.6785682160553,25,,
895,2024-10-14,21:30:51,57.914240638486234,-153.73306893682215,34.427002704468165,1016.9209935148432,7.753655818884653,42,,
652,2024-10-14,21:30:52,44.437519085602474,2.2694012175096248,-0.13263907918670625,1040.9907171339933,2109.2239035931457,97,,
400,2024-10-14,21:30:53,39.544386145226355,134.9414046428621,29.19328525459118,1028.8039824389732,3597.837569285179,89,,
823,2024-10-14,21:30:54,-46.90273795596137,-135.09413540399305,21.107780521976224,1028.0993932500928,1458.1044964355544,88,,
952,2024-10-14,21:30:55,8.148189868074525,-101.05150210617734,33.32233451443707,1010.9570920529226,3906.3125995395762,67,,
737,2024-10-14,21:30:56,-57.987812487721214,-150.07715679781586,0.7934657528521747,1013.5417271966536,1209.4327925232994,14,,
346,2024-10-14,21:30:57,49.12645317863499,-114.13717564273097,-14.45593164627352,1009.2013305901692,1594.0733942541115,69,,
315,2024-10-14,21:30:58,-1.7848082073686413,-69.52587673948248,34.655548046936076,1046.0839138874517,2302.837417111289,35,,
108,2024-10-14,21:30:59,83.1801752021305,-1.0483603985062757,18.0868581268263,1021.8159969970842,1141.5812808469657,71,,
588,2024-10-14,21:31:00,72.79877885434854,-68.26704040449061,31.99702310571653,1037.4522784075282,3319.2896332841524,75,,
444,2024-10-14,21:31:01,-52.266768504739325,-22.96444876516682,37.32306237147281,1007.0544508925092,2405.4423445100483,98,,
473,2024-10-14,21:31:02,84.9918176683646,-1.010686247352396,-14.34903805582345,1032.6191339835182,2603.121378978348,13,,
465,2024-10-14,21:31:03,30.80020779819951,-55.01369058982742,16.573149489068044,985.9991369648876,2013.446877255948,66,,
514,2024-10-14,21:31:04,-52.51250610842406,-158.54839688441575,26.025675874805522,991.6622688614204,540.9251506669275,75,,
365,2024-10-14,21:31:05,-2.961490437382878,-70.84247113801743,24.524949722285214,993.2321164500037,2132.5087716811586,36,,
664,2024-10-14,21:31:06,86.07329187504203,-160.91115184329857,38.87324272328663,986.4908266630353,1664.144684367539,22,,
918,2024-10-14,21:31:07,83.73393947716468,-160.88002724030534,-0.9600116374081153,989.5075744476799,2606.6054142095536,40,,
455,2024-10-14,21:31:08,52.143953854415855,-159.4421322998044,-4.888898646279262,1028.7008240529835,838.1216576940283,82,,
160,2024-10-14,21:31:09,12.930678911084883,59.96657535024778,6.2998034540737855,1043.517368976541,520.2166713072725,91,,
670,2024-10-14,21:31:10,37.118395188514015,-87.73772254770695,27.42503525203064,980.3555309820875,3138.2050794584447,31,,
869,2024-10-14,21:31:11,43.93033534861951,-153.58600620883635,0.6665393399774011,1047.7390143520624,2733.018614885783,60,,
912,2024-10-14,21:31:12,-26.396349062540118,-74.15972791982708,-4.142064514815404,980.0295157878454,924.8226638997656,19,,
500,2024-10-14,21:31:13,-63.539475753544565,-137.0155043909494,20.354565537956262,1045.1472615988735,64.59952930724278,14,,
853,2024-10-14,21:31:14,31.999306825150185,91.67545689880416,21.90901666205916,1020.3901394567387,659.9725548516479,3,,
138,2024-10-14,21:31:15,-1.2077462309950846,-3.617108839919865,33.01399169546029,1017.4269591720262,978.825408578865,23,,
432,2024-10-14,21:31:16,-8.009707907550023,59.08856913289199,-13.09277318451983,1020.7917633390367,3355.2130920245672,50,,
776,2024-10-14,21:31:17,80.14913193813405,-77.26187765259016,0.08479599997719944,1041.1314224726157,1462.0644713420088,59,,
436,2024-10-14,21:31:18,-49.09492759261188,-110.572116760387,23.86812393297876,1014.8021982776709,1340.4320338319665,38,,
557,2024-10-14,21:31:19,-22.11498062823145,-25.56492872418943,2.5926923078686706,996.2882000905998,561.7301835227821,1,,
599,2024-10-14,21:31:20,34.67947527977533,120.05523793873516,19.844557650557938,987.5702653816852,1185.8472061247053,41,,
128,2024-10-14,21:31:21,-54.47667330279119,46.79044308582948,8.032513884857476,1009.6216004409583,3455.4060059211097,26,,
709,2024-10-14,21:31:22,27.27390778230776,107.20376593577373,39.90683540356766,1030.6282194078522,545.2588299284575,13,,
795,2024-10-14,21:31:23,-53.15651943378038,61.46820477721428,-8.038810834513058,1000.9565174792702,1067.7280015700453,42,,
644,2024-10-14,21:31:24,-7.432339932467116,-171.63628282289338,1.7952173171316268,1019.8968807277432,379.48506214071153,3,,
795,2024-10-14,21:31:25,-3.3683971112447892,-23.779284015672488,-7.094609100806855,1009.3760629047924,3102.866303469838,30,,
606,2024-10-14,21:31:26,28.656333257376474,-9.610466581155265,-0.10780801263875617,987.3534962499054,713.4797887284439,98,,
677,2024-10-14,21:31:27,-56.680015759348265,146.1418837356291,23.706495481608187,1042.4098410469019,468.5564775394244,98,,
762,2024-10-14,21:31:28,61.348153018168034,131.50523269291597,19.132402021911034,1041.6023858399742,1159.7008427160702,40,,
913,2024-10-14,21:31:29,-24.3410778478746,-50.427017613014385,35.04303157468259,983.5654713409826,2255.0343276148137,36,,
577,2024-10-14,21:31:30,-31.02997881186942,-95.60706196302759,-0.5246832979730094,988.3110229184103,3785.901217983085,17,,
959,2024-10-14,21:31:31,-64.80224065116178,173.68825097732588,-8.260102393162796,1018.7084048044858,1947.9425168377395,77,,
457,2024-10-14,21:31:32,-16.661965200741435,-100.34092466893614,11.554203786712321,1044.7846962958058,912.4359324623024,12,,
592,2024-10-14,21:31:33,78.20387072554738,138.52212322191036,22.591570249381455,984.1080657462763,1340.5715887947874,24,,
171,2024-10-14,21:31:34,-1.2388167204522915,-107.17923277778871,33.672629779500205,983.5855348035373,2786.173196337052,99,,
879,2024-10-14,21:31:35,-46.65280070658832,71.47786857786573,-10.73911737724266,1036.9943358073403,2096.6166585304277,66,,
277,2024-10-14,21:31:36,-44.65397251809224,97.82280980384672,22.495698125014826,1005.5060545718413,2639.2387667774924,91,,
982,2024-10-14,21:31:37,45.66630930862658,57.12380550125022,27.488443757467216,1010.9314758821084,3280.8798507754104,33,,
494,2024-10-14,21:31:38,12.186974473532928,46.10179249379141,-0.19616942861126319,1031.5050575400644,1703.5322718684376,32,,
797,2024-10-14,21:31:39,49.78580775023599,61.61346957610081,18.152468572412793,1042.9934533437583,2797.63329148899,54,,
931,2024-10-14,21:31:40,36.38191075159017,-86.24037720243888,-18.211417901853547,1026.848599676405,3055.0061209481364,29,,
271,2024-10-14,21:31:41,-54.14176644953463,178.01091174534844,31.32519690873947,994.2101206526761,3506.283738613688,75,,
